,atds
1657,0.5189
1658,0.5097
1659,0.5445
1660,0.6076
1661,0.5545
1662,0.5769
1663,0.5517
1664,0.5611
1665,0.6029
1666,0.5282
1667,0.491
1668,0.5177
1669,0.5315
1670,0.5357
1671,0.5095
1672,0.5059
1673,0.5271
1674,0.5862
1675,0.4591
1676,0.542
1677,0.5426
1678,0.5283
1679,0.5749
1680,0.5905
1681,0.5327
1682,0.5408
1683,0.5247
1684,0.5545
1685,0.5763
1686,0.4272
1687,0.4988
1688,0.6211
1689,0.5709
1690,0.556
1691,0.5261
1692,0.483
1693,0.4859
1694,0.5994
1695,0.5794
1696,0.529
1697,0.4304
1698,0.5322
1699,0.5033
1700,0.5247
1701,0.542
1702,0.5528
1703,0.5433
1704,0.557
1705,0.5603
1706,0.5917
1707,0.5659
1708,0.5946
1709,0.5419
1710,0.5411
1711,0.5636
1712,0.4969
1713,0.5287
1714,0.5732
1715,0.5306
1716,0.6091
1717,0.5906
1718,0.5342
1719,0.6074
1720,0.5364
1721,0.4967
1722,0.5148
1723,0.4771
1724,0.4997
1725,0.57
1726,0.4853
1727,0.5641
1728,0.5459
1729,0.5703
1730,0.5327
1731,0.5922
1732,0.6068
1733,0.5502
1734,0.5852
1735,0.5718
1736,0.5687
1737,0.5246
1738,0.4529
1739,0.567
1740,0.5067
1741,0.542
1742,0.5771
1743,0.5394
1744,0.5269
1745,0.5236
1746,0.5334
1747,0.5662
1748,0.5628
1749,0.3964
1750,0.5055
1751,0.6081
1752,0.5947
1753,0.5743
1754,0.5282
1755,0.5693
1756,0.5418
1757,0.5069
1758,0.5221
1759,0.4883
1760,0.5536
1761,0.5479
1762,0.5406
1763,0.4755
1764,0.6102
1765,0.5208
1766,0.5734
1767,0.4482
1768,0.5272
1769,0.5176
1770,0.5532
1771,0.571
1772,0.4846
1773,0.4878
1774,0.5547
1775,0.574
1776,0.5345
1777,0.5654
1778,0.5023
1779,0.498
1780,0.4455
1781,0.5422
1782,0.5504
1783,0.5974
1784,0.4271
1785,0.535
1786,0.5103
1787,0.5458
1788,0.5618
1789,0.5664
1790,0.5347
1791,0.448
1792,0.4803
1793,0.5219
1794,0.4933
1795,0.5753
1796,0.5053
1797,0.5751
1798,0.5901
1799,0.4998
1800,0.579
1801,0.5533
1802,0.5245
1803,0.5771
1804,0.5168
1805,0.5703
1806,0.5241
1807,0.5405
1808,0.5397
1809,0.4906
1810,0.5939
1811,0.5063
1812,0.5216
1813,0.5473
1814,0.4646
1815,0.5791
1816,0.5276
1817,0.5851
1818,0.5346
1819,0.5508
1820,0.5027
1821,0.5209
1822,0.514
1823,0.5801
1824,0.5122
1825,0.5769
1826,0.5409
1827,0.5002
1828,0.5597
1829,0.5814
1830,0.4963
1831,0.5519
1832,0.5155
1833,0.548
1834,0.5654
1835,0.5387
1836,0.5778
1837,0.5339
1838,0.5648
1839,0.5469
1840,0.577
1841,0.5121
1842,0.5068
1843,0.5265
1844,0.5176
1845,0.5622
1846,0.5558
1847,0.5182
1848,0.575
1849,0.522
1850,0.4885
1851,0.5772
1852,0.509
1853,0.5093
1854,0.47
1855,0.524
1856,0.5357
1857,0.5611
1858,0.4922
1859,0.5017
1860,0.5012
1861,0.5502
1862,0.5636
1863,0.555
1864,0.5607
1865,0.5591
1866,0.4895
1867,0.5163
1868,0.5544
1869,0.525
1870,0.5479
1871,0.5884
1872,0.5007
1873,0.5862
1874,0.4999
1875,0.5599
1876,0.5525
1877,0.5361
1878,0.5625
1879,0.5469
1880,0.5705
1881,0.4682
1882,0.5499
1883,0.5191
1884,0.5128
1885,0.5527
1886,0.5028
1887,0.5736
1888,0.5306
1889,0.5689
1890,0.5451
1891,0.5065
1892,0.4938
1893,0.5538
1894,0.5221
