,atds
1227,0.6597
1228,0.6518
1229,0.6379
1230,0.6531
1231,0.6076
1232,0.6085
1233,0.6181
1234,0.643
1235,0.6717
1236,0.6124
1237,0.6622
1238,0.6454
1239,0.6184
1240,0.6375
1241,0.641
1242,0.6481
1243,0.6464
1244,0.6422
1245,0.6322
1246,0.6676
1247,0.6444
1248,0.637
1249,0.6317
1250,0.6545
1251,0.6294
1252,0.6618
1253,0.6456
1254,0.6287
1255,0.6036
1256,0.6734
1257,0.6416
1258,0.6329
1259,0.6313
1260,0.6482
1261,0.6508
1262,0.6311
1263,0.6536
1264,0.6486
1265,0.6381
1266,0.6396
1267,0.6242
1268,0.6523
1269,0.6321
1270,0.6493
1271,0.6267
1272,0.6659
1273,0.6227
1274,0.6176
1275,0.6446
1276,0.6553
1277,0.6817
1278,0.6472
1279,0.6777
1280,0.6508
1281,0.6195
1282,0.6423
1283,0.638
1284,0.6623
1285,0.6715
1286,0.6449
1287,0.5992
1288,0.6252
1289,0.652
1290,0.6226
1291,0.6463
1292,0.626
1293,0.657
1294,0.5995
1295,0.6163
1296,0.6482
1297,0.662
1298,0.6672
1299,0.6127
1300,0.6409
1301,0.6495
1302,0.6335
1303,0.6396
1304,0.6434
1305,0.6659
1306,0.6352
1307,0.6505
1308,0.6619
1309,0.6608
1310,0.6392
1311,0.656
1312,0.6447
1313,0.5805
1314,0.6554
1315,0.6415
1316,0.6399
1317,0.6499
1318,0.629
1319,0.6315
1320,0.6644
1321,0.5968
1322,0.6669
1323,0.6483
1324,0.6217
1325,0.6388
1326,0.6671
1327,0.6354
1328,0.6422
1329,0.6401
1330,0.6218
1331,0.6245
1332,0.6621
1333,0.6312
1334,0.6454
1335,0.6216
1336,0.628
1337,0.6622
1338,0.6392
1339,0.6667
1340,0.6494
1341,0.6544
1342,0.6444
1343,0.6291
1344,0.6705
1345,0.6276
1346,0.6222
1347,0.6511
1348,0.6222
1349,0.6467
1350,0.6415
1351,0.6455
1352,0.5899
1353,0.6405
1354,0.6518
1355,0.6799
1356,0.6447
1357,0.6846
1358,0.6256
1359,0.6492
1360,0.6345
1361,0.6557
1362,0.6538
1363,0.6154
1364,0.6806
1365,0.6222
1366,0.6541
1367,0.6353
1368,0.6508
1369,0.6133
1370,0.6534
1371,0.6143
1372,0.6506
1373,0.6597
1374,0.6795
1375,0.6419
1376,0.6701
1377,0.6666
1378,0.65
1379,0.6157
1380,0.6496
1381,0.6451
1382,0.6386
1383,0.6474
1384,0.6056
1385,0.6232
1386,0.6268
1387,0.6623
1388,0.6363
1389,0.6587
1390,0.6096
1391,0.662
1392,0.6488
1393,0.6009
1394,0.6594
1395,0.6229
1396,0.6734
1397,0.6563
1398,0.6396
1399,0.6402
1400,0.6481
1401,0.6218
1402,0.6609
1403,0.6501
1404,0.6285
1405,0.6378
1406,0.6785
